timestamp, clocks.current.graphics [MHz], clocks.current.memory [MHz], pstate, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], fan.speed [%]
2024/12/17 20:06:39.482, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.35 W, 30 %
2024/12/17 20:06:39.985, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.27 W, 30 %
2024/12/17 20:06:40.489, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.80 W, 30 %
2024/12/17 20:06:40.991, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.55 W, 30 %
2024/12/17 20:06:41.494, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11593 MiB, 97.29 W, 30 %
2024/12/17 20:06:41.996, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.66 W, 30 %
2024/12/17 20:06:42.498, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.48 W, 30 %
2024/12/17 20:06:43.000, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.65 W, 30 %
2024/12/17 20:06:43.503, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.80 W, 30 %
2024/12/17 20:06:44.006, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.48 W, 30 %
2024/12/17 20:06:44.510, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.25 W, 30 %
2024/12/17 20:06:45.013, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.21 W, 30 %
2024/12/17 20:06:45.516, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.51 W, 30 %
2024/12/17 20:06:46.019, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11593 MiB, 97.84 W, 30 %
2024/12/17 20:06:46.522, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.92 W, 30 %
2024/12/17 20:06:47.026, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.52 W, 30 %
2024/12/17 20:06:47.529, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.19 W, 30 %
2024/12/17 20:06:48.032, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.42 W, 30 %
2024/12/17 20:06:48.537, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.53 W, 30 %
2024/12/17 20:06:49.039, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.43 W, 30 %
2024/12/17 20:06:49.542, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.69 W, 30 %
2024/12/17 20:06:50.045, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.59 W, 30 %
2024/12/17 20:06:50.548, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.72 W, 30 %
2024/12/17 20:06:51.050, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.55 W, 30 %
2024/12/17 20:06:51.552, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.37 W, 30 %
2024/12/17 20:06:52.055, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.36 W, 30 %
2024/12/17 20:06:52.557, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.45 W, 30 %
2024/12/17 20:06:53.060, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.85 W, 30 %
2024/12/17 20:06:53.563, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.58 W, 30 %
2024/12/17 20:06:54.066, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.54 W, 30 %
2024/12/17 20:06:54.569, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.23 W, 30 %
2024/12/17 20:06:55.072, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.02 W, 30 %
2024/12/17 20:06:55.575, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11592 MiB, 97.64 W, 30 %
2024/12/17 20:06:56.078, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11592 MiB, 97.96 W, 30 %
2024/12/17 20:06:56.582, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11592 MiB, 97.72 W, 30 %
2024/12/17 20:06:57.085, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11592 MiB, 97.97 W, 30 %
2024/12/17 20:06:57.588, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11592 MiB, 97.70 W, 30 %
2024/12/17 20:06:58.090, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11592 MiB, 97.90 W, 30 %
2024/12/17 20:06:58.593, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11592 MiB, 98.08 W, 30 %
2024/12/17 20:06:59.095, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11592 MiB, 97.87 W, 30 %
2024/12/17 20:06:59.598, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11592 MiB, 97.67 W, 30 %
2024/12/17 20:07:00.101, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11608 MiB, 97.56 W, 30 %
2024/12/17 20:07:00.604, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11608 MiB, 97.64 W, 30 %
2024/12/17 20:07:01.107, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11608 MiB, 97.40 W, 30 %
2024/12/17 20:07:01.610, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11608 MiB, 97.58 W, 30 %
2024/12/17 20:07:02.112, 2790 MHz, 10251 MHz, P2, 53 %, 10 %, 11608 MiB, 97.32 W, 30 %
2024/12/17 20:07:02.615, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11606 MiB, 97.07 W, 30 %
2024/12/17 20:07:03.118, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11606 MiB, 97.65 W, 30 %
2024/12/17 20:07:03.622, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11605 MiB, 97.56 W, 30 %
2024/12/17 20:07:04.125, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11604 MiB, 98.03 W, 30 %
2024/12/17 20:07:04.627, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11604 MiB, 97.96 W, 30 %
2024/12/17 20:07:05.132, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11604 MiB, 98.20 W, 30 %
2024/12/17 20:07:05.634, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11603 MiB, 98.21 W, 30 %
2024/12/17 20:07:06.136, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11589 MiB, 98.27 W, 30 %
2024/12/17 20:07:06.641, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11589 MiB, 98.10 W, 30 %
2024/12/17 20:07:07.143, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11589 MiB, 97.42 W, 30 %
2024/12/17 20:07:07.646, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11589 MiB, 97.67 W, 30 %
2024/12/17 20:07:08.149, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11589 MiB, 98.20 W, 30 %
2024/12/17 20:07:08.651, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11589 MiB, 98.36 W, 30 %
2024/12/17 20:07:09.154, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11589 MiB, 98.40 W, 30 %
2024/12/17 20:07:09.657, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11589 MiB, 98.26 W, 30 %
2024/12/17 20:07:10.160, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11589 MiB, 97.95 W, 30 %
2024/12/17 20:07:10.662, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11589 MiB, 98.34 W, 30 %
2024/12/17 20:07:11.165, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11589 MiB, 98.17 W, 30 %
2024/12/17 20:07:11.668, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11589 MiB, 98.25 W, 30 %
2024/12/17 20:07:12.171, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11604 MiB, 98.01 W, 30 %
2024/12/17 20:07:12.674, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11604 MiB, 98.34 W, 30 %
2024/12/17 20:07:13.178, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11604 MiB, 98.11 W, 30 %
2024/12/17 20:07:13.680, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11604 MiB, 97.97 W, 30 %
2024/12/17 20:07:14.182, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11604 MiB, 98.09 W, 30 %
2024/12/17 20:07:14.685, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11603 MiB, 97.82 W, 30 %
2024/12/17 20:07:15.188, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11603 MiB, 98.01 W, 30 %
2024/12/17 20:07:15.690, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11603 MiB, 98.14 W, 30 %
2024/12/17 20:07:16.192, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11603 MiB, 98.03 W, 30 %
2024/12/17 20:07:16.695, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11603 MiB, 97.91 W, 30 %
2024/12/17 20:07:17.198, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11603 MiB, 98.07 W, 30 %
2024/12/17 20:07:17.700, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11603 MiB, 97.92 W, 30 %
2024/12/17 20:07:18.203, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11602 MiB, 97.89 W, 30 %
2024/12/17 20:07:18.706, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11601 MiB, 97.86 W, 30 %
2024/12/17 20:07:19.208, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11601 MiB, 97.83 W, 30 %
2024/12/17 20:07:19.711, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11589 MiB, 97.65 W, 30 %
2024/12/17 20:07:20.215, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11589 MiB, 97.76 W, 30 %
2024/12/17 20:07:20.718, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11589 MiB, 97.88 W, 30 %
2024/12/17 20:07:21.220, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11589 MiB, 97.84 W, 30 %
2024/12/17 20:07:21.723, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11589 MiB, 97.75 W, 30 %
2024/12/17 20:07:22.226, 2790 MHz, 10251 MHz, P2, 54 %, 10 %, 11589 MiB, 97.45 W, 30 %
2024/12/17 20:07:22.728, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11589 MiB, 97.57 W, 30 %
2024/12/17 20:07:23.230, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11589 MiB, 97.85 W, 30 %
2024/12/17 20:07:23.735, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11589 MiB, 97.94 W, 30 %
2024/12/17 20:07:24.238, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11589 MiB, 97.79 W, 30 %
2024/12/17 20:07:24.741, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11589 MiB, 97.65 W, 30 %
2024/12/17 20:07:25.244, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11589 MiB, 97.58 W, 30 %
2024/12/17 20:07:25.746, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11589 MiB, 97.46 W, 30 %
2024/12/17 20:07:26.248, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11589 MiB, 97.52 W, 30 %
2024/12/17 20:07:26.751, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11589 MiB, 97.07 W, 30 %
2024/12/17 20:07:27.254, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11589 MiB, 97.06 W, 30 %
2024/12/17 20:07:27.756, 2790 MHz, 10251 MHz, P2, 61 %, 10 %, 11589 MiB, 98.14 W, 30 %
2024/12/17 20:07:28.259, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11589 MiB, 98.07 W, 30 %
2024/12/17 20:07:28.762, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11589 MiB, 97.78 W, 30 %
2024/12/17 20:07:29.265, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11589 MiB, 97.89 W, 30 %
2024/12/17 20:07:29.768, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11589 MiB, 97.61 W, 30 %
2024/12/17 20:07:30.272, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11589 MiB, 97.69 W, 30 %
2024/12/17 20:07:30.774, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11653 MiB, 97.03 W, 30 %
2024/12/17 20:07:31.277, 2790 MHz, 10251 MHz, P2, 60 %, 11 %, 11747 MiB, 96.87 W, 30 %
2024/12/17 20:07:31.779, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11747 MiB, 97.59 W, 30 %
2024/12/17 20:07:32.282, 2790 MHz, 10251 MHz, P2, 68 %, 12 %, 11729 MiB, 99.04 W, 30 %
2024/12/17 20:07:32.785, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11713 MiB, 99.80 W, 30 %
2024/12/17 20:07:33.288, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11667 MiB, 98.44 W, 30 %
2024/12/17 20:07:33.791, 2790 MHz, 10251 MHz, P2, 64 %, 12 %, 11733 MiB, 99.16 W, 30 %
2024/12/17 20:07:34.294, 2790 MHz, 10251 MHz, P2, 61 %, 11 %, 11733 MiB, 99.79 W, 30 %
2024/12/17 20:07:34.797, 2790 MHz, 10251 MHz, P2, 47 %, 9 %, 11716 MiB, 97.31 W, 30 %
2024/12/17 20:07:35.299, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11709 MiB, 97.20 W, 30 %
2024/12/17 20:07:35.802, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11677 MiB, 98.12 W, 30 %
2024/12/17 20:07:36.305, 2790 MHz, 10251 MHz, P2, 59 %, 11 %, 11678 MiB, 97.96 W, 30 %
2024/12/17 20:07:36.808, 2790 MHz, 10251 MHz, P2, 54 %, 10 %, 11642 MiB, 97.68 W, 30 %
2024/12/17 20:07:37.310, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11642 MiB, 97.86 W, 30 %
2024/12/17 20:07:37.813, 2790 MHz, 10251 MHz, P2, 59 %, 11 %, 11641 MiB, 98.64 W, 30 %
2024/12/17 20:07:38.316, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11653 MiB, 98.25 W, 30 %
2024/12/17 20:07:38.819, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11650 MiB, 97.45 W, 30 %
2024/12/17 20:07:39.322, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11643 MiB, 97.26 W, 30 %
2024/12/17 20:07:39.824, 2790 MHz, 10251 MHz, P2, 60 %, 11 %, 11631 MiB, 98.04 W, 30 %
2024/12/17 20:07:40.328, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11628 MiB, 97.98 W, 30 %
2024/12/17 20:07:40.831, 2790 MHz, 10251 MHz, P2, 58 %, 11 %, 11622 MiB, 97.90 W, 30 %
2024/12/17 20:07:41.333, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11621 MiB, 98.11 W, 30 %
2024/12/17 20:07:41.836, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11621 MiB, 98.04 W, 30 %
2024/12/17 20:07:42.339, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11621 MiB, 98.05 W, 30 %
2024/12/17 20:07:42.841, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11619 MiB, 98.25 W, 30 %
2024/12/17 20:07:43.344, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11619 MiB, 98.07 W, 30 %
2024/12/17 20:07:43.849, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11605 MiB, 98.42 W, 30 %
2024/12/17 20:07:44.352, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11605 MiB, 98.21 W, 30 %
2024/12/17 20:07:44.855, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11605 MiB, 97.96 W, 30 %
2024/12/17 20:07:45.358, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11605 MiB, 97.75 W, 30 %
2024/12/17 20:07:45.860, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11605 MiB, 98.00 W, 30 %
2024/12/17 20:07:46.362, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11605 MiB, 98.11 W, 30 %
2024/12/17 20:07:46.865, 2790 MHz, 10251 MHz, P2, 59 %, 11 %, 11605 MiB, 98.14 W, 30 %
2024/12/17 20:07:47.368, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11606 MiB, 97.96 W, 30 %
2024/12/17 20:07:47.871, 2790 MHz, 10251 MHz, P2, 62 %, 11 %, 11606 MiB, 98.11 W, 30 %
2024/12/17 20:07:48.374, 2790 MHz, 10251 MHz, P2, 60 %, 11 %, 11606 MiB, 98.49 W, 30 %
2024/12/17 20:07:48.877, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11606 MiB, 98.55 W, 30 %
2024/12/17 20:07:49.380, 2790 MHz, 10251 MHz, P2, 61 %, 11 %, 11606 MiB, 98.11 W, 30 %
2024/12/17 20:07:49.883, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11607 MiB, 98.12 W, 30 %
2024/12/17 20:07:50.386, 2790 MHz, 10251 MHz, P2, 60 %, 11 %, 11607 MiB, 98.04 W, 30 %
2024/12/17 20:07:50.889, 2790 MHz, 10251 MHz, P2, 57 %, 11 %, 11618 MiB, 98.52 W, 30 %
2024/12/17 20:07:51.392, 2790 MHz, 10251 MHz, P2, 61 %, 11 %, 11618 MiB, 98.23 W, 30 %
2024/12/17 20:07:51.895, 2790 MHz, 10251 MHz, P2, 58 %, 11 %, 11622 MiB, 98.43 W, 30 %
2024/12/17 20:07:52.397, 2790 MHz, 10251 MHz, P2, 58 %, 11 %, 11622 MiB, 97.82 W, 30 %
2024/12/17 20:07:52.899, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11616 MiB, 97.79 W, 30 %
2024/12/17 20:07:53.403, 2790 MHz, 10251 MHz, P2, 61 %, 11 %, 11616 MiB, 98.39 W, 30 %
2024/12/17 20:07:53.906, 2790 MHz, 10251 MHz, P2, 51 %, 10 %, 11616 MiB, 97.68 W, 30 %
2024/12/17 20:07:54.409, 2790 MHz, 10251 MHz, P2, 51 %, 9 %, 11641 MiB, 95.28 W, 30 %
2024/12/17 20:07:54.914, 2790 MHz, 10251 MHz, P2, 58 %, 11 %, 11665 MiB, 95.61 W, 30 %
2024/12/17 20:07:55.417, 2790 MHz, 10251 MHz, P2, 57 %, 11 %, 11671 MiB, 97.67 W, 30 %
2024/12/17 20:07:55.920, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11668 MiB, 97.49 W, 30 %
2024/12/17 20:07:56.423, 2790 MHz, 10251 MHz, P2, 61 %, 11 %, 11666 MiB, 97.69 W, 30 %
2024/12/17 20:07:56.926, 2790 MHz, 10251 MHz, P2, 60 %, 11 %, 11666 MiB, 98.85 W, 30 %
2024/12/17 20:07:57.429, 2790 MHz, 10251 MHz, P2, 61 %, 11 %, 11666 MiB, 98.99 W, 30 %
2024/12/17 20:07:57.931, 2790 MHz, 10251 MHz, P2, 57 %, 11 %, 11666 MiB, 98.46 W, 30 %
2024/12/17 20:07:58.434, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11665 MiB, 97.68 W, 30 %
2024/12/17 20:07:58.936, 2790 MHz, 10251 MHz, P2, 60 %, 11 %, 11665 MiB, 97.77 W, 30 %
2024/12/17 20:07:59.439, 2790 MHz, 10251 MHz, P2, 58 %, 11 %, 11651 MiB, 97.86 W, 30 %
2024/12/17 20:07:59.943, 2790 MHz, 10251 MHz, P2, 56 %, 11 %, 11646 MiB, 97.34 W, 30 %
2024/12/17 20:08:00.446, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11646 MiB, 97.48 W, 30 %
2024/12/17 20:08:00.949, 2790 MHz, 10251 MHz, P2, 61 %, 10 %, 11645 MiB, 97.54 W, 30 %
2024/12/17 20:08:01.452, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11645 MiB, 97.79 W, 30 %
2024/12/17 20:08:01.955, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11645 MiB, 97.86 W, 30 %
2024/12/17 20:08:02.458, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11644 MiB, 97.91 W, 30 %
2024/12/17 20:08:02.962, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11643 MiB, 98.04 W, 30 %
2024/12/17 20:08:03.464, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11643 MiB, 98.02 W, 30 %
2024/12/17 20:08:03.966, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11643 MiB, 97.96 W, 30 %
2024/12/17 20:08:04.468, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11642 MiB, 98.01 W, 30 %
2024/12/17 20:08:04.971, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11642 MiB, 97.63 W, 30 %
2024/12/17 20:08:05.474, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11641 MiB, 97.91 W, 30 %
2024/12/17 20:08:05.977, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11641 MiB, 98.08 W, 30 %
2024/12/17 20:08:06.480, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11633 MiB, 97.89 W, 30 %
2024/12/17 20:08:06.983, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11632 MiB, 97.86 W, 30 %
2024/12/17 20:08:07.486, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11632 MiB, 97.76 W, 30 %
2024/12/17 20:08:07.988, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11631 MiB, 97.86 W, 30 %
2024/12/17 20:08:08.491, 2790 MHz, 10251 MHz, P2, 53 %, 9 %, 11634 MiB, 97.22 W, 30 %
2024/12/17 20:08:08.994, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11634 MiB, 97.16 W, 30 %
2024/12/17 20:08:09.498, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11632 MiB, 97.29 W, 30 %
2024/12/17 20:08:10.001, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11626 MiB, 97.50 W, 30 %
2024/12/17 20:08:10.504, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11620 MiB, 97.44 W, 30 %
2024/12/17 20:08:11.009, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11620 MiB, 97.33 W, 30 %
2024/12/17 20:08:11.511, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11619 MiB, 97.09 W, 30 %
2024/12/17 20:08:12.013, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11617 MiB, 97.19 W, 30 %
2024/12/17 20:08:12.516, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11616 MiB, 97.36 W, 30 %
2024/12/17 20:08:13.019, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11615 MiB, 97.37 W, 30 %
2024/12/17 20:08:13.522, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11601 MiB, 97.39 W, 30 %
2024/12/17 20:08:14.024, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11597 MiB, 97.48 W, 30 %
2024/12/17 20:08:14.527, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11596 MiB, 97.40 W, 30 %
2024/12/17 20:08:15.029, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11596 MiB, 97.35 W, 30 %
2024/12/17 20:08:15.532, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.55 W, 30 %
2024/12/17 20:08:16.036, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11593 MiB, 97.64 W, 30 %
2024/12/17 20:08:16.539, 2790 MHz, 10251 MHz, P2, 56 %, 10 %, 11593 MiB, 97.50 W, 30 %
2024/12/17 20:08:17.042, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.19 W, 30 %
2024/12/17 20:08:17.544, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.06 W, 30 %
2024/12/17 20:08:18.047, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.27 W, 30 %
2024/12/17 20:08:18.549, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.52 W, 30 %
2024/12/17 20:08:19.052, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.82 W, 30 %
2024/12/17 20:08:19.555, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.86 W, 30 %
2024/12/17 20:08:20.058, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.93 W, 30 %
2024/12/17 20:08:20.560, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.79 W, 30 %
2024/12/17 20:08:21.063, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11593 MiB, 97.33 W, 30 %
2024/12/17 20:08:21.566, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.67 W, 30 %
2024/12/17 20:08:22.068, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.18 W, 30 %
2024/12/17 20:08:22.571, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 96.98 W, 30 %
2024/12/17 20:08:23.075, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.25 W, 30 %
2024/12/17 20:08:23.578, 2790 MHz, 10251 MHz, P2, 58 %, 10 %, 11593 MiB, 97.28 W, 30 %
2024/12/17 20:08:24.080, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.18 W, 30 %
2024/12/17 20:08:24.582, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.14 W, 30 %
2024/12/17 20:08:25.085, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.40 W, 30 %
2024/12/17 20:08:25.588, 2790 MHz, 10251 MHz, P2, 60 %, 10 %, 11593 MiB, 97.35 W, 30 %
2024/12/17 20:08:26.091, 2790 MHz, 10251 MHz, P2, 54 %, 10 %, 11593 MiB, 97.19 W, 30 %
2024/12/17 20:08:26.594, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.07 W, 30 %
2024/12/17 20:08:27.097, 2790 MHz, 10251 MHz, P2, 57 %, 10 %, 11593 MiB, 97.22 W, 30 %
2024/12/17 20:08:27.600, 2790 MHz, 10251 MHz, P2, 55 %, 10 %, 11593 MiB, 97.39 W, 30 %
2024/12/17 20:08:28.103, 2790 MHz, 10251 MHz, P2, 59 %, 10 %, 11593 MiB, 97.37 W, 30 %
